City ID,City Name,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
1645528,Denpasar,ID,-8.65,115.2167,80.26,89,40,11.5
1141857,Gardez,AF,33.5974,69.2259,69.22,49,12,2.01
2126199,Cherskiy,RU,68.75,161.3,44.37,83,48,7.43
2122090,Pevek,RU,69.7008,170.3133,37.26,98,100,5.64
3673407,Padilla,CO,3.2204,-76.3139,87.37,35,26,3.09
3361934,Saldanha,ZA,-33.0117,17.9442,51.85,89,0,4.0
3126369,Carballo,ES,43.213,-8.691,65.46,84,67,5.59
3424607,Tasiilaq,GL,65.6145,-37.6368,53.76,75,23,2.37
286621,Salalah,OM,17.0151,54.0924,80.69,89,90,6.91
3838859,Río Gallegos,AR,-51.6226,-69.2181,53.65,30,20,41.43
2255542,Owando,CG,-0.4819,15.8999,85.95,35,100,3.31
2163355,Hobart,AU,-42.8794,147.3294,53.78,59,40,3.0
4035715,Avarua,CK,-21.2078,-159.775,73.45,73,90,2.3
5847411,Kahului,US,20.8947,-156.47,80.92,74,20,17.27
2110227,Butaritari,KI,3.0707,172.7902,83.73,62,9,11.79
2027296,Aykhal,RU,66.0,111.5,56.55,63,0,7.45
3443061,Chui,UY,-33.6971,-53.4616,61.27,81,95,9.15
933995,Souillac,MU,-20.5167,57.5167,70.18,68,40,11.5
2074865,Carnarvon,AU,-24.8667,113.6333,51.87,33,0,10.36
2206939,Bluff,NZ,-46.6,168.3333,37.8,85,68,6.73
2259655,Impfondo,CG,1.6381,18.0667,80.38,52,80,2.77
537939,Kuzhener,RU,56.8111,48.9128,56.77,65,1,5.26
4887163,Champaign,US,40.1334,-88.2001,81.54,48,20,1.99
207596,Mweka,CD,-4.85,21.5667,77.7,27,0,0.51
5924351,Clyde River,CA,70.4692,-68.5914,39.43,100,90,11.5
2171099,Codrington,AU,-38.2667,141.9667,51.37,82,100,11.07
3406844,Baião,BR,-2.7906,-49.6717,87.98,49,95,0.38
2156643,Mount Gambier,AU,-37.8333,140.7667,49.91,87,90,6.91
3386213,Touros,BR,-5.1989,-35.4608,79.7,68,47,18.75
2126123,Chokurdakh,RU,70.6333,147.9167,36.41,87,100,10.85
2063042,Port Hedland,AU,-20.3167,118.5667,62.65,31,8,9.22
162158,Baharly,TM,38.4362,57.4316,88.59,17,4,4.34
3406318,Barra do Corda,BR,-5.5,-45.25,97.47,17,21,5.06
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,73.81,71,0,8.37
935214,Saint-Pierre,RE,-21.3393,55.4781,63.81,71,0,6.91
1696751,Padong,PH,18.0522,120.7567,77.7,93,100,6.35
2362150,Boromo,BF,11.75,-2.9333,80.13,74,79,6.31
1636544,Manado,ID,1.487,124.8455,77.77,88,20,1.14
1307741,Myitkyina,MM,25.3833,97.4,76.23,99,74,1.95
933077,Shakawe,BW,-18.3667,21.85,62.33,25,0,4.76
2015701,Taksimo,RU,56.3444,114.8794,55.51,81,10,3.51
546105,Nikolskoye,RU,59.7035,30.7861,61.2,86,100,1.59
1337619,Ugoofaaru,MV,5.6667,73.0,82.92,76,100,11.65
3407882,Altamira,BR,-3.2033,-52.2064,93.29,49,40,8.05
4033077,Vaitape,PF,-16.5167,-151.75,79.03,71,27,10.36
3444201,Puerto Quijarro,BO,-17.7833,-57.7667,89.2,12,100,3.6
1516048,Khovd,MN,48.0056,91.6419,66.97,40,100,4.21
3141667,Roald,NO,62.5833,6.1333,59.92,77,0,10.36
293842,Kiryat Gat,IL,31.61,34.7642,84.78,40,0,5.03
5855051,‘Ewa Beach,US,21.3156,-158.0072,79.66,61,90,15.01
2065594,Mount Isa,AU,-20.7333,139.5,51.57,40,10,9.22
3430863,Mar del Plata,AR,-38.0023,-57.5575,57.09,87,90,1.99
5044290,Saint Anthony,US,45.0205,-93.218,78.24,65,1,12.66
2155415,New Norfolk,AU,-42.7826,147.0587,51.89,63,100,7.0
1848194,Yoshii,JP,36.25,138.9833,73.33,64,78,3.47
2381972,Adrar,MR,20.5022,-10.0711,102.29,12,6,13.18
6050066,La Ronge,CA,55.1001,-105.2842,70.05,43,75,5.75
4021858,Guerrero Negro,MX,27.9769,-114.0611,81.84,54,19,7.14
174448,Abu Kamal,SY,34.4506,40.9171,100.4,15,44,9.37
2012593,Zeya,RU,53.75,127.2667,58.64,98,100,4.47
3894426,Coyhaique,CL,-45.5752,-72.0662,51.73,43,90,10.36
4513583,Hamilton,US,39.1834,-84.5333,85.01,50,40,1.01
3831208,Qaanaaq,GL,77.484,-69.3632,46.81,60,26,2.37
3418910,Upernavik,GL,72.7868,-56.1549,45.12,64,0,6.33
3893726,Constitución,CL,-35.3333,-72.4167,57.11,73,85,7.23
3372707,Ribeira Grande,PT,38.5167,-28.7,77.4,83,40,17.27
2179825,Waitati,NZ,-45.75,170.5667,47.8,91,44,3.18
1691862,Rapu-Rapu,PH,13.1866,124.1256,83.28,78,100,16.6
5553955,Rathdrum,US,47.8137,-116.892,82.11,36,1,13.8
1503527,Khovu-Aksy,RU,51.1333,93.6,51.04,95,100,2.28
1819729,Hong Kong,HK,22.2855,114.1577,81.19,95,100,8.99
6162949,Terrace,CA,54.5163,-128.6035,66.11,77,75,24.16
6144312,Sept-Îles,CA,50.2001,-66.3821,64.49,79,90,5.99
5991056,Kenora,CA,49.8167,-94.4337,67.17,94,90,3.44
964432,Port Alfred,ZA,-33.5906,26.891,62.44,92,12,3.89
1714733,Dingle,PH,10.9995,122.6711,77.2,87,100,7.14
525426,Sobolevo,RU,54.4299,31.8996,61.29,84,99,1.86
2458334,Douentza,ML,14.9951,-2.9517,76.98,65,100,10.45
514259,Ostashkov,RU,57.1467,33.1075,55.96,99,100,3.6
6690297,Saint-Leu,RE,-21.15,55.2833,62.69,64,83,3.29
2164206,Gunnedah,AU,-30.9833,150.25,33.73,92,0,1.14
2206874,Waipawa,NZ,-41.4122,175.5153,46.62,88,100,4.92
2643587,Lossiemouth,GB,57.7214,-3.2834,63.55,60,75,17.27
3423146,Ilulissat,GL,69.2167,-51.1,50.49,57,100,16.71
1276548,Beldānga,IN,23.9333,88.25,83.75,81,82,2.71
3356832,Henties Bay,NA,-22.116,14.2845,54.86,80,0,9.28
5880054,Barrow,US,71.2906,-156.7887,42.82,91,90,17.27
2071860,Esperance,AU,-33.8667,121.9,49.84,84,0,9.91
5122534,Jamestown,US,42.097,-79.2353,77.99,50,20,6.91
1628884,Sampit,ID,-2.5333,112.95,74.21,98,100,1.95
3832899,Viedma,AR,-40.8135,-62.9967,73.09,23,6,23.49
2541479,Nador,MA,35.174,-2.9287,79.05,65,0,4.61
2186111,Ngunguru,NZ,-35.6167,174.5,50.16,84,100,13.4
935215,Saint-Philippe,RE,-21.3585,55.7679,63.05,78,47,12.84
236901,Ouadda,CF,8.0777,22.4007,69.71,93,9,1.81
1816336,Binzhou,CN,37.3667,118.0167,72.84,94,0,4.54
5546220,Saint George,US,37.1041,-113.5841,104.65,12,1,1.01
2112309,Katsuura,JP,35.1333,140.3,78.21,88,68,6.49
2514651,Los Llanos de Aridane,ES,28.6585,-17.9182,69.12,92,20,16.11
1106677,Bambous Virieux,MU,-20.3428,57.7575,70.05,68,40,11.5
3629710,Puerto Ayacucho,VE,5.6639,-67.6236,81.43,76,85,4.52
3708432,Jaqué,PA,7.5175,-78.1703,83.03,80,51,5.1
6148373,Sioux Lookout,CA,50.1001,-91.917,68.07,88,90,4.61
1524243,Georgiyevka,KZ,43.0369,74.7114,69.84,52,0,6.71
3397967,Itaituba,BR,-4.2761,-55.9836,95.16,43,20,5.75
53654,Mogadishu,SO,2.0371,45.3438,76.51,84,100,16.96
2181625,Te Anau,NZ,-45.4167,167.7167,36.14,97,78,1.25
3646767,Caraballeda,VE,10.6112,-66.8522,86.07,74,52,6.91
230893,Kitgum,UG,3.2783,32.8867,71.49,70,100,4.12
1683602,Tambilil,PH,5.9622,124.6697,79.25,83,100,3.2
1174062,Kharan,PK,28.5833,65.4167,93.13,10,0,5.35
6165406,Thompson,CA,55.7435,-97.8558,64.56,45,75,6.91
1486321,Yar-Sale,RU,66.8333,70.8333,60.3,78,63,8.05
909887,Luangwa,ZM,-15.6167,30.4167,64.49,46,0,1.61
3150002,Kjøpsvik,NO,68.097,16.3742,54.39,83,100,0.4
1648082,Boyolangu,ID,-8.1181,111.8935,73.27,95,96,1.9
3395458,Maragogi,BR,-9.0122,-35.2225,75.43,82,13,12.44
2136825,Isangel,VU,-19.55,169.2667,66.31,82,83,4.61
2127202,Anadyr,RU,64.75,177.4833,48.0,81,40,11.01
347634,Ţahţā,EG,26.7693,31.5021,98.92,11,0,6.78
2510573,Teguise,ES,29.0605,-13.564,70.02,83,40,13.8
467711,Yelovo,RU,57.0538,54.9207,59.63,91,47,4.47
2251007,Kaffrine,SN,14.1059,-15.5508,91.29,64,51,7.4
5882953,Aklavik,CA,68.2191,-135.0107,68.0,45,40,3.44
1275339,Mumbai,IN,19.0144,72.8479,82.38,89,75,11.5
5563839,Fortuna,US,40.5982,-124.1573,64.02,69,87,1.99
3985710,Cabo San Lucas,MX,22.8909,-109.9124,90.48,62,40,7.0
3105522,Bereda,ES,43.2686,-7.5406,65.7,78,97,5.59
5110365,Broome,US,42.2506,-75.833,79.14,53,20,1.99
3421719,Narsaq,GL,60.9167,-46.05,53.82,77,100,6.85
3523078,Molango,MX,20.7833,-98.7167,71.42,58,54,7.85
174941,Akner,AM,39.5349,46.3073,64.11,43,1,3.87
1735106,George Town,MY,5.4112,100.3354,81.28,88,20,0.0
964420,Port Elizabeth,ZA,-33.918,25.5701,61.09,82,40,14.97
5059430,Grand Forks,US,47.9417,-97.4337,73.18,72,90,13.8
3374333,Praia,CV,14.9215,-23.5087,81.14,89,75,12.66
1491230,Sovetskiy,RU,61.3614,63.5842,64.27,97,100,1.23
2171722,Charters Towers,AU,-20.1,146.2667,48.9,40,23,8.61
3598787,Champerico,GT,14.3,-91.9167,93.29,73,21,5.26
823723,Berdavan,AM,41.205,44.9997,77.85,36,57,6.89
4787534,Sterling,US,39.0062,-77.4286,86.02,43,20,1.99
2847524,Ribnitz-Damgarten,DE,54.25,12.4667,66.72,56,100,12.77
2618795,Klaksvík,FO,62.2266,-6.589,54.52,96,100,8.28
933649,Khakhea,BW,-24.6895,23.494,63.34,30,58,8.12
5864145,Homer,US,59.6425,-151.5483,59.74,83,1,8.05
3421765,Nanortalik,GL,60.1432,-45.2371,47.7,87,100,7.07
691803,Tatarbunary,UA,45.8373,29.6142,77.07,77,84,14.2
1272902,Dhanwār,IN,24.4167,85.9833,81.34,78,100,3.87
2146219,Hervey Bay,AU,-25.2986,152.8535,51.04,75,11,9.31
2126710,Beringovskiy,RU,63.05,179.3167,47.26,92,100,6.04
1058381,Morondava,MG,-20.2833,44.2833,73.49,81,24,11.07
582447,Almaznyy,RU,48.0448,40.045,75.34,40,77,7.54
4034551,Faanui,PF,-16.4833,-151.75,79.02,71,27,10.31
1862505,Hirara,JP,24.8,125.2833,82.44,87,100,26.02
2191562,Dunedin,NZ,-45.8742,170.5036,47.8,91,62,3.89
1510377,Belyy Yar,RU,53.6039,91.3903,57.09,94,0,4.47
2272491,Zwedru,LR,6.0667,-8.1281,72.34,92,82,4.63
292968,Abu Dhabi,AE,24.4667,54.3667,93.22,75,100,2.3
2514301,Mahon,ES,39.8885,4.2658,77.56,83,20,8.05
6111862,Port Hardy,CA,50.6996,-127.4199,60.98,88,90,12.66
2012956,Yerbogachën,RU,61.2767,108.0108,58.24,75,45,6.22
1809062,Haimen,CN,23.1935,116.6142,78.69,93,100,15.41
2359142,Kongoussi,BF,13.3258,-1.5347,88.3,49,100,8.5
3013633,Arrondissement du Havre,FR,49.5833,0.3333,64.89,82,75,12.66
1502073,Krasnosel'kup,RU,65.7,82.4667,63.7,72,7,9.82
210379,Lusambo,CD,-4.9667,23.45,79.77,29,26,2.35
2027277,Babstovo,RU,48.1167,132.4833,67.15,97,100,3.15
5301388,Lake Havasu City,US,34.4839,-114.3224,107.98,18,1,5.99
1511709,Alzamay,RU,55.5562,98.6644,60.3,94,81,1.86
5282297,Bethel,US,41.3712,-73.414,75.02,75,90,8.05
2035707,Mujiayingzi,CN,42.1167,118.7833,64.42,74,9,5.79
226361,Sembabule,UG,-0.0772,31.4567,71.49,62,88,4.59
3374083,Bathsheba,BB,13.2167,-59.5167,84.22,72,9,13.69
1254046,Tura,IN,25.5198,90.2201,76.44,92,100,2.48
3470137,Belmonte,BR,-15.8631,-38.8828,69.8,80,100,13.42
3354071,Oranjemund,NA,-28.55,16.4333,55.62,81,5,2.62
364933,Umm Kaddadah,SD,13.6017,26.6876,92.55,35,2,12.19
3932145,Pisco,PE,-13.7,-76.2167,68.05,68,0,9.22
3947956,Ambo,PE,-10.1308,-76.2047,72.99,34,2,8.79
1503037,Kodinsk,RU,58.6881,99.1844,59.02,63,13,3.24
2729907,Longyearbyen,SJ,78.2186,15.6401,44.44,87,40,12.66
4011873,Doctor Arroyo,MX,23.6667,-100.1833,79.05,40,76,7.9
233093,Kaabong,UG,3.4836,34.1492,67.57,60,83,8.81
1808744,Hede,CN,33.7681,120.2517,75.6,95,100,4.18
1060283,Maroantsetra,MG,-15.4333,49.7333,69.06,85,99,12.08
3388456,São José da Coroa Grande,BR,-8.8978,-35.1478,75.65,82,26,12.44
296895,Yerköy,TR,39.6381,34.4672,77.86,36,0,8.03
615914,Leningori,GE,42.126,44.4833,76.51,42,56,7.02
2022773,Khandyga,RU,62.6667,135.6,53.06,52,7,2.35
5501344,Carson City,US,39.1638,-119.7674,85.21,9,1,13.0
1507745,Choya,RU,52.0108,86.5467,57.09,95,100,3.98
1651461,Amuntai,ID,-2.4177,115.2494,73.35,99,100,1.99
1712961,Gigmoto,PH,13.7796,124.39,81.72,80,95,10.87
1168700,Ormara,PK,25.2088,64.6357,80.56,87,34,9.57
1244926,Hambantota,LK,6.1241,81.1185,79.02,83,99,17.85
2522437,Adeje,ES,28.1227,-16.726,73.62,69,20,7.0
962367,Richards Bay,ZA,-28.783,32.0377,63.09,88,0,5.28
2287778,Jacqueville,CI,5.2052,-4.4146,78.71,86,100,11.52
2084442,Vanimo,PG,-2.6741,141.3028,76.32,88,11,5.93
1604771,Yaring,TH,6.8662,101.3689,78.93,79,46,6.85
3533462,Acapulco de Juárez,MX,16.8634,-99.8901,87.62,70,75,4.61
3571913,Marsh Harbour,BS,26.5412,-77.0636,84.38,73,51,15.28
3150639,Kabelvåg,NO,68.2114,14.4817,53.64,94,75,14.97
3899539,Antofagasta,CL,-23.65,-70.4,66.22,60,5,6.96
5354943,Half Moon Bay,US,37.4636,-122.4286,67.32,79,75,12.66
2281951,Sassandra,CI,4.95,-6.0833,75.6,85,100,7.81
1728675,Balabac,PH,7.9868,117.0645,83.17,79,87,12.53
245669,Adré,TD,13.4667,22.2,71.38,76,12,20.18
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,59.0,77,75,8.05
1651531,Ambon City,ID,-3.6954,128.1814,75.34,100,40,3.44
4013679,Coahuayana Viejo,MX,18.7333,-103.6833,76.48,85,100,3.98
1726449,Basco,PH,20.4487,121.9702,83.01,87,100,32.12
4031742,Egvekinot,RU,66.3167,-179.1667,45.91,95,100,1.3
2038274,Boli,CN,45.7667,130.5167,69.01,87,100,5.41
3416888,Grindavik,IS,63.8424,-22.4338,55.96,88,75,8.05
5913695,Cambridge,CA,43.3601,-80.3127,81.79,43,75,1.01
3044062,Tázlár,HU,46.5482,19.5144,65.79,72,75,14.7
6324729,Halifax,CA,44.6453,-63.5724,74.14,91,75,1.01
2374583,Bubaque,GW,11.2833,-15.8333,79.74,76,100,7.54
1337607,Kudahuvadhoo,MV,2.6708,72.8944,81.82,75,98,5.53
1052373,Beira,MZ,-19.8436,34.8389,68.09,88,20,9.22
53372,Oodweyne,SO,9.4092,45.064,81.41,37,99,15.88
5983720,Iqaluit,CA,63.7506,-68.5145,47.93,66,90,11.5
921889,Fomboni,KM,-12.28,43.7425,76.46,68,21,10.0
3936456,Lima,PE,-12.0432,-77.0282,66.45,68,75,11.5
3430708,Mercedes,AR,-34.6515,-59.4307,67.84,52,0,11.63
3937513,Juliaca,PE,-15.5,-70.1333,58.53,27,4,11.14
2487130,Sidi Ali,DZ,36.0998,0.4206,79.74,40,0,4.45
2236967,Soyo,AO,-6.1349,12.3689,74.21,81,56,7.94
2132606,Samarai,PG,-10.6167,150.6667,77.47,71,100,15.43
2208248,Kaitangata,NZ,-46.2817,169.8464,44.92,86,83,4.7
1272140,Dwārka,IN,22.2394,68.9678,81.75,81,100,16.91
580993,Arkhangel’skoye,RU,55.8549,35.3287,55.31,98,57,5.46
3109254,Segovia,ES,41.1667,-4.0,82.29,29,6,11.9
5959803,Capreol,CA,46.706,-80.9225,80.31,58,90,3.0
2112802,Hasaki,JP,35.7333,140.8333,76.39,82,53,3.71
2644210,Liverpool,GB,53.4106,-2.9779,61.9,80,75,4.0
4696233,Harlingen,US,26.1906,-97.6961,93.02,52,1,12.66
2303611,Esim,GH,4.8699,-2.2405,77.16,83,97,8.84
5380420,Pacifica,US,37.6138,-122.4869,63.84,85,75,1.99
3372964,Lagoa,PT,39.05,-27.9833,73.27,90,0,20.09
3457381,Mauá,BR,-23.6678,-46.4614,62.6,70,57,9.22
2396853,Omboué,GA,-1.5746,9.2618,76.53,79,87,8.43
2134814,Sola,VU,-13.8833,167.55,77.45,76,31,3.06
2189343,Kaeo,NZ,-35.1,173.7833,50.32,95,94,12.26
2319257,Wamba,NG,8.9333,8.6,71.85,93,91,3.69
3587498,Acajutla,SV,13.5928,-89.8275,93.54,64,100,6.06
3076116,Fulnek,CZ,49.7124,17.9032,57.49,97,90,9.22
3939168,Huarmey,PE,-10.0681,-78.1522,69.67,72,2,11.03
605155,Kiruna,SE,67.8557,20.2251,58.12,63,75,2.3
89113,Ajdabiya,LY,30.7554,20.2263,88.48,45,0,17.05
1791779,Wanning,CN,18.8003,110.3967,81.14,80,100,9.73
2021017,Kysyl-Syr,RU,63.8986,122.7617,53.31,49,0,6.15
3358416,Bethanien,NA,-26.502,17.1583,59.02,27,53,9.17
1623197,Tual,ID,-5.6667,132.75,79.9,80,80,20.04
4016734,Bucerías,MX,20.75,-105.3333,87.78,70,75,9.22
783938,Zelenikovo,MK,41.8867,21.5869,86.05,28,0,4.61
567047,Darovskoy,RU,58.77,47.9564,54.55,68,5,4.25
479198,Ulu-Telyak,RU,54.9086,56.9669,61.47,95,0,0.81
779622,Havøysund,NO,70.9963,24.6622,53.83,94,92,7.45
3374210,São Filipe,CV,14.8961,-24.4956,78.87,89,100,6.76
4031574,Provideniya,RU,64.3833,-173.3,50.11,71,0,4.47
3353383,Rundu,NA,-17.9333,19.7667,63.55,26,0,4.43
2013639,Verkhnevilyuysk,RU,63.4453,120.3167,52.52,52,0,5.28
556268,Ostrovnoy,RU,68.0531,39.5131,51.19,77,100,6.69
1498920,Mezhdurechensk,RU,53.6942,88.0603,54.34,97,58,2.73
4829791,Albertville,US,34.2676,-86.2089,83.16,52,45,2.73
5367788,Lompoc,US,34.6391,-120.4579,69.01,67,1,14.97
107304,Buraidah,SA,26.326,43.975,95.45,13,13,6.78
3899695,Ancud,CL,-41.8697,-73.8203,50.72,86,100,9.22
2070998,Geraldton,AU,-28.7667,114.6,45.01,81,0,6.91
3662342,São Gabriel da Cachoeira,BR,-0.1303,-67.0892,82.2,78,40,3.44
4845585,Westport,US,41.1415,-73.3579,75.51,73,90,1.01
3436812,Tobatí,PY,-25.25,-57.0667,75.02,36,100,6.93
2020707,Londoko,RU,49.0333,131.9833,65.16,100,100,3.94
2094342,Kavieng,PG,-2.5744,150.7967,81.91,73,100,4.32
3981391,Tomatlán,MX,19.9333,-105.25,83.64,83,96,6.51
5962442,Goderich,CA,43.7501,-81.7165,77.38,50,0,9.22
986717,Kruisfontein,ZA,-34.0033,24.7314,56.88,98,100,2.13
2121385,Severo-Kuril'sk,RU,50.6789,156.125,52.74,88,45,18.43
2377457,Nouadhibou,MR,20.931,-17.0347,73.38,78,6,24.16
2542987,Martil,MA,35.6166,-5.2752,87.76,55,0,9.22
3420768,Qasigiannguit,GL,68.8193,-51.1922,52.45,55,100,20.89
1795632,Shenjiamen,CN,29.9576,122.298,79.14,92,23,9.08
1697696,Nieves,PH,15.3274,120.9485,76.78,94,100,5.73
1250161,Batticaloa,LK,7.7102,81.6924,81.37,66,100,11.48
2032614,Baruun-Urt,MN,46.6806,113.2792,57.83,62,3,7.2
4149635,Callaway,US,30.153,-85.5699,86.49,70,75,5.01
2738381,Lata,PT,40.1629,-8.3327,67.93,73,8,7.85
1797264,Quzhou,CN,28.9594,118.8686,76.15,93,98,7.14
102527,Sakakah,SA,29.9697,40.2064,96.37,12,0,10.47
2125693,Evensk,RU,61.95,159.2333,52.0,81,96,28.5
695464,Romny,UA,50.751,33.4747,67.55,82,100,5.12
290030,Doha,QA,25.2867,51.5333,97.83,49,0,2.3
780687,Berlevåg,NO,70.8578,29.0864,53.6,84,100,6.4
1283285,Jumla,NP,29.2747,82.1838,63.27,97,99,1.25
2092164,Lorengau,PG,-2.0226,147.2712,79.84,82,99,6.76
1736356,Tumpat,MY,6.1978,102.171,80.58,89,20,3.44
2980080,Saint-François,FR,46.4154,3.9054,68.5,66,0,2.3
3336897,La Rioja,ES,42.25,-2.5,71.65,46,3,3.62
2994933,Arrondissement de Mayenne,FR,48.3333,-0.6667,62.04,86,100,15.88
2063523,Perth,AU,-31.9333,115.8333,47.8,80,0,10.36
287286,Ruwi,OM,23.5996,58.5507,92.89,41,11,7.2
2082539,Merauke,ID,-8.4667,140.3333,73.98,87,100,11.32
3386177,Trairi,BR,-3.2778,-39.2689,84.29,58,98,14.97
602150,Umeå,SE,63.8284,20.2597,58.93,72,0,3.44
1690039,San Fernando,PH,15.0286,120.6898,80.55,88,100,8.63
212730,Kisangani,CD,0.5167,25.2,74.73,78,5,1.95
6149996,Smithers,CA,54.7804,-127.1743,66.52,63,75,3.44
4033557,Tautira,PF,-17.7333,-149.15,80.62,78,68,13.58
1852357,Shimoda,JP,34.6667,138.95,78.31,88,56,9.93
188080,Makueni Boma,KE,-1.8041,37.6203,61.54,75,2,2.64
3870243,Taltal,CL,-25.4,-70.4833,64.17,60,4,4.97
1054463,Tsiroanomandidy,MG,-18.7667,46.0333,63.52,54,29,3.8
